wallet_id,score,total_usd,num_assets,portfolio_concentration,largest_holding_usd
0x8d900f213db5205c529aaba5d10e71a0ed2646db,850,85.388592,2,0.5743573333543198,49.043564
0x91919344c1dad09772d19ad8ad4f1bcd29c51f27,900,56.7281498,2,0.9376122293345093,53.189007
0x93f0891bf71d8abed78e0de0885bd26355bb8b1d,850,10.85232885,3,0.6233027577301992,6.7642865
0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,800,27.629661209973325,4,0.999924059511357,27.627563
0x96bb4447a02b95f1d1e85374cffd565eb22ed2f8,900,61.9744098,3,0.9083733460580693,56.295902
0x9a363adc5d382c04d36b09158286328f75672098,900,73.21251,2,0.959023396411351,70.21251
0x9ad1331c5b6c5a641acffb32719c66a80c6e1a17,900,50.6088589,3,0.9147793687954502,46.29594
0x9ba0d85f71e145ccf15225e59631e5a883d5d74a,900,22.2525658125,3,0.8647213162803448,19.242268
0x9e6ec4e98793970a1307262ba68d37594e58cd78,1000,1.2098024,1,1.0,1.2098024
0xa7e94d933eb0c439dda357f61244a485246e97b8,800,0.0,0,0.0,0.0
0xa7f3c74f0255796fd5d3ddcf88db769f7a6bf46a,600,5212.510701655814,9,0.988443898707646,5152.2744
0xa98dc64bb42575efec7d1e4560c029231ce5da51,700,160.4942974,5,0.47038742947884954,75.4945
0xb271ff7090b39028eb6e711c3f89a3453d5861ee,850,28.9897477,3,0.7223836584131431,20.94172
0xb475576594ae44e1f75f534f993cbb7673e4c8b6,900,25.591653,2,0.8616539931984855,22.05115
0xb57297c5d02def954794e593db93d0a302e43e5c,900,40.3552629,3,0.8207680391545659,33.12231
0xbd4a00764217c13a246f86db58d74541a0c3972a,150,12005148.886449192,14,0.7780343324640475,9340418.0
0xc179d55f7e00e789915760f7d260a1bf6285278b,1000,121.09283,1,1.0,121.09283
0xc22b8e78394ce52e0034609a67ae3c959daa84bc,800,0.0,0,0.0,0.0
0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,900,1.6420632,2,0.8510830155623731,1.3975321
0xcecf5163bb057c1aff4963d9b9a7d2f0bf591710,900,22.58803087,3,0.8340800093833057,18.840225
0xcf0033bf27804640e5339e06443e208db5870dd2,1000,3.5403502,1,1.0,3.5403502
0xd0df53e296c1e3115fccc3d7cdf4ba495e593b56,850,12.950517,2,0.726815462270734,9.412636
0xd1a3888fd8f490367c6104e10b4154427c02dd9c,1000,3.543186,1,1.0,3.543186
0xd334d18fa6bada9a10f361bae42a019ce88a3c33,900,25.3028408,2,0.8575901485338357,21.699467
0xd9d3930ffa343f5a0eec7606d045d0843d3a02b4,850,39.294298,3,0.622385593960732,24.456205
0xdde73df7bd4d704a89ad8421402701b3a460c6e9,1000,1.2252976,1,1.0,1.2252976
0xde92d70253604fd8c5998c8ee3ed282a41b33b7f,900,47.993779,2,0.9263211592485767,44.457653
0xded1f838ae6aa5fcd0f13481b37ee88e5bdccb3d,850,7.3899057,2,0.5227532199768125,3.863097
0xebb8629e8a3ec86cf90cb7600264415640834483,1000,0.50607026,1,1.0,0.50607026
0xeded1c8c0a0c532195b8432153f3bfa81dba2a90,750,11.625830980000002,4,0.5558829051547074,6.4626007
0xf10fd8921019615a856c1e95c7cd3632de34edc4,550,2199.535266136,6,0.7515072503946818,1652.9667
0xf340b9f2098f80b86fbc5ede586c319473aa11f3,700,357.46307216,6,0.9988133259264046,357.03888
0xf54f36bca969800fd7d63a68029561309938c09b,900,28.5268093,2,0.8763690582107968,25.000013
0xf60304b534f74977e159b2e159e135475c245526,800,0.0,0,0.0,0.0
0xf67e8e5805835465f7eba988259db882ab726800,900,25.2958767,2,0.8606210118030817,21.770163
0xf7aa5d0752cfcd41b0a5945867d619a80c405e52,900,57.6639883,2,0.9385518691221016,54.120644
0xf80a8b9cfff0febf49914c269fb8aead4a22f847,750,142.75337857,4,0.541311566661858,77.274055
0xfe5a05c0f8b24fca15a7306f6a4ebb7dcf2186ac,900,28.9436286,2,0.8774791285153514,25.39743
